id,title,workstream,role,milestone,priority,state,review_tier,outcome,acceptance,negative_control,depends_on,proposed_owned_paths,proposed_integration_hooks,existing_packets_to_reconcile
VG-NET-004,Interpolate remote actor snapshots,NET,Network engineer,G2,P1,DRAFT,C,Buffer and interpolate other actors with explicit discontinuity rules,"Jittered updates remain smooth and teleport/death reset interpolation ; The changed behavior is exercised through the named production boundary, or explicitly classified as a contract/artifact-only task. ; Independent review checks the negative control and current integration applicability.",Interpolation never resurrects a despawned actor,VG-GOV-001 ; VG-NET-001 ; VG-GPU-004,native/networking/replication/interpolate-remote-actor-snapshots.hpp ; native/tests/roadmap/net-004_contract_test.cpp,native/src/networking.cpp ; native/client/remote_session.cpp,
VG-NET-005,Resynchronize after connection loss,NET,Network engineer,G2,P1,DRAFT,B,Restore a full authoritative snapshot with event/revision deduplication,"Reconnect preserves durable state and discards stale prediction ; The changed behavior is exercised through the named production boundary, or explicitly classified as a contract/artifact-only task. ; Independent review checks the negative control and current integration applicability.",Silent local fallback and duplicate reward presentation fail the test,VG-GOV-001 ; VG-NET-001 ; VG-SAVE-003 ; VG-CORE-006,native/client/remote_session.cpp ; native/tests/roadmap/net-005_contract_test.cpp,native/src/networking.cpp ; native/client/remote_session.cpp,
VG-NET-006,Isolate two players in a shared instance,NET,Network engineer,G4,P2,DRAFT,C,Move per-player combat/input state out of shared mutable singleton fields,"Two clients retain independent targets, resources, cooldowns and death states ; The changed behavior is exercised through the named production boundary, or explicitly classified as a contract/artifact-only task. ; Independent review checks the negative control and current integration applicability.",Player two cannot inherit player one's active target or attacks,VG-GOV-001 ; VG-CORE-007 ; VG-NET-002 ; VG-ACT-008,native/networking/replication/isolate-two-players-in-a-shared-instance.hpp ; native/tests/roadmap/net-006_contract_test.cpp,native/src/networking.cpp ; native/client/remote_session.cpp,
VG-NET-007,Resolve cooperative loot ownership,NET,Network engineer,G4,P2,DRAFT,B,Apply the approved loot allocation rule to simultaneous party pickup,"Exactly one ownership transfer occurs and every client sees the result ; The changed behavior is exercised through the named production boundary, or explicitly classified as a contract/artifact-only task. ; Independent review checks the negative control and current integration applicability.",Repeated pickup or disconnect cannot duplicate a party item,VG-GOV-001 ; VG-NET-006 ; VG-ITEM-005 ; VG-SAVE-004 ; VG-GOV-007,native/networking/replication/resolve-cooperative-loot-ownership.hpp ; native/tests/roadmap/net-007_contract_test.cpp,native/src/networking.cpp ; native/client/remote_session.cpp,
VG-NET-008,Run an impaired-network party journey,NET,Network engineer,G4,P2,DRAFT,B,"Exercise two native clients under delay, jitter, disconnect and restart","Fight, pickup, equip, extraction and reconnect pass with recorded impairment ; The changed behavior is exercised through the named production boundary, or explicitly classified as a contract/artifact-only task. ; Independent review checks the negative control and current integration applicability.",Loopback-only success cannot certify wide-area playability,VG-GOV-001 ; VG-NET-003 ; VG-NET-004 ; VG-NET-005 ; VG-NET-007 ; VG-SEC-007 ; VG-QA-005,native/networking/replication/run-an-impaired-network-party-journey.hpp ; native/tests/roadmap/net-008_contract_test.cpp,native/src/networking.cpp ; native/client/remote_session.cpp,
VG-SEC-001,Bound JSON nesting and allocation,SEC,Security-minded systems engineer,G1,P0,DRAFT,B,"Add explicit depth, token and byte budgets to the existing parser","Deep and wide malformed inputs fail without crash or state mutation ; The changed behavior is exercised through the named production boundary, or explicitly classified as a contract/artifact-only task. ; Independent review checks the negative control and current integration applicability.",A frame-size limit alone cannot satisfy the recursion-depth requirement,VG-GOV-001 ; VG-GOV-004,native/src/networking.cpp ; native/tests/roadmap/sec-001_contract_test.cpp,native/src/networking.cpp ; native/client/remote_session.cpp,
VG-SEC-002,Bound route identifiers and generation work,SEC,Security-minded systems engineer,G2,P1,DRAFT,B,Validate tier/index against allowed frontier and compute within fixed limits,"Extreme and invalid node IDs are rejected before generation ; The changed behavior is exercised through the named production boundary, or explicitly classified as a contract/artifact-only task. ; Independent review checks the negative control and current integration applicability.",Client-supplied depth cannot trigger unbounded recursion,VG-GOV-001 ; VG-GOV-004 ; VG-WORLD-005,native/src/networking.cpp ; native/tests/roadmap/sec-002_contract_test.cpp,native/src/networking.cpp ; native/client/remote_session.cpp,
VG-SEC-003,Derive economic values on the server,SEC,Security-minded systems engineer,G2,P1,DRAFT,B,Ignore echoed prices and validate positive bounded quantities,"Invalid purchases and bank transfers leave the ledger unchanged ; The changed behavior is exercised through the named production boundary, or explicitly classified as a contract/artifact-only task. ; Independent review checks the negative control and current integration applicability.",Negative quantity or zero client price cannot mint value,VG-GOV-001 ; VG-ITEM-001 ; VG-CORE-004,native/src/networking.cpp ; native/tests/roadmap/sec-003_contract_test.cpp,native/src/networking.cpp ; native/client/remote_session.cpp,
VG-SEC-004,Remove release access to dev mutation,SEC,Security-minded systems engineer,G2,P1,DRAFT,B,Gate developer endpoints behind explicit non-release configuration,"Packaged release rejects grants, teleports and artificial death commands ; The changed behavior is exercised through the named production boundary, or explicitly classified as a contract/artifact-only task. ; Independent review checks the negative control and current integration applicability.",A normal guest cannot enable developer mode through an envelope,VG-GOV-001 ; VG-NET-001 ; VG-SHIP-002,native/src/networking.cpp ; native/tests/roadmap/sec-004_contract_test.cpp,native/src/networking.cpp ; native/client/remote_session.cpp,
VG-SEC-005,Add connection and session work limits,SEC,Security-minded systems engineer,G2,P1,DRAFT,B,"Bound per-client rate, queue, memory and disconnected-session retention","Flood fixtures are throttled and inactive sessions follow safe eviction ; The changed behavior is exercised through the named production boundary, or explicitly classified as a contract/artifact-only task. ; Independent review checks the negative control and current integration applicability.",Session eviction cannot discard uncommitted durable state,VG-GOV-001 ; VG-SAVE-003 ; VG-NET-002,native/networking/validation/add-connection-and-session-work-limits.hpp ; native/tests/roadmap/sec-005_contract_test.cpp,native/src/networking.cpp ; native/client/remote_session.cpp,
VG-SEC-006,Authenticate online profile access,SEC,Security-minded systems engineer,G4,P2,DRAFT,B,Bind session identity to an approved credential and authorization policy,"Wrong account cannot replace or load another profile by replaying an ID ; The changed behavior is exercised through the named production boundary, or explicitly classified as a contract/artifact-only task. ; Independent review checks the negative control and current integration applicability.",A guestId string is not accepted as public-server authentication,VG-GOV-001 ; VG-GOV-007 ; VG-CORE-004 ; VG-SEC-005,native/networking/validation/authenticate-online-profile-access.hpp ; native/tests/roadmap/sec-006_contract_test.cpp,native/src/networking.cpp ; native/client/remote_session.cpp,
VG-SEC-007,Approve secure network deployment,SEC,Security-minded systems engineer,G4,P2,DRAFT,B,Add encrypted transport/deployment policy and an isolated hosting test,"Credential handling, transport and environment configuration pass review ; The changed behavior is exercised through the named production boundary, or explicitly classified as a contract/artifact-only task. ; Independent review checks the negative control and current integration applicability.",The loopback prototype is never exposed by merely changing bind address,VG-GOV-001 ; VG-SEC-001 ; VG-SEC-002 ; VG-SEC-003 ; VG-SEC-004 ; VG-SEC-006,native/networking/validation/approve-secure-network-deployment.hpp ; native/tests/roadmap/sec-007_contract_test.cpp,native/src/networking.cpp ; native/client/remote_session.cpp,
VG-SEC-008,Fuzz state-changing boundaries,SEC,Security-minded systems engineer,G4,P2,DRAFT,B,Run bounded parser/command/save fuzzers on disposable fixtures,"Crashes, leaks and invariant failures retain minimized repro inputs ; The changed behavior is exercised through the named production boundary, or explicitly classified as a contract/artifact-only task. ; Independent review checks the negative control and current integration applicability.",A fuzzer finding cannot be silenced by weakening the invariant,VG-GOV-001 ; VG-SEC-001 ; VG-SEC-003 ; VG-SAVE-007 ; VG-QA-007,native/networking/validation/fuzz-state-changing-boundaries.hpp ; native/tests/roadmap/sec-008_contract_test.cpp,native/src/networking.cpp ; native/client/remote_session.cpp,
VG-TOOLS-001,Unify content IDs and schema validation,TOOLS,Tools engineer,G1,P0,DRAFT,B,Add a shared ID/reference policy for one content manifest,"Duplicate IDs, dangling references and unknown fields are reported precisely ; The changed behavior is exercised through the named production boundary, or explicitly classified as a contract/artifact-only task. ; Independent review checks the negative control and current integration applicability.",Two unrelated asset packs cannot silently reuse one runtime ID,VG-GOV-001 ; VG-GOV-004,native/tools/content/unify-content-ids-and-schema-validation.py ; native/tests/roadmap/tools-001_contract_test.cpp,native/content ; native/CMakeLists.txt,
VG-TOOLS-002,Cook a versioned runtime bundle,TOOLS,Tools engineer,G1,P0,DRAFT,B,Compile one validated content set into a version/hash-addressed package,"Same source inputs and tool version reproduce the same bundle manifest ; The changed behavior is exercised through the named production boundary, or explicitly classified as a contract/artifact-only task. ; Independent review checks the negative control and current integration applicability.",Client and server mismatched content versions fail explicitly,VG-GOV-001 ; VG-TOOLS-001,native/tools/content/cook-a-versioned-runtime-bundle.py ; native/tests/roadmap/tools-002_contract_test.cpp,native/content ; native/CMakeLists.txt,
VG-TOOLS-003,Require asset provenance at cooking,TOOLS,Tools engineer,G1,P0,DRAFT,B,"Record source, license/permission, authoring recipe and output hash","Missing or stale provenance blocks the distributable asset package ; The changed behavior is exercised through the named production boundary, or explicitly classified as a contract/artifact-only task. ; Independent review checks the negative control and current integration applicability.",An asset filename is not proof of permission or origin,VG-GOV-001 ; VG-GOV-004 ; VG-TOOLS-001,native/tools/content/require-asset-provenance-at-cooking.py ; native/tests/roadmap/tools-003_contract_test.cpp,native/content ; native/CMakeLists.txt,TASK-0166 ; TASK-0167 ; TASK-0168 ; TASK-0169 ; TASK-0179
VG-TOOLS-004,Provide one content preview utility,TOOLS,Tools engineer,G3,P1,DRAFT,B,"Preview a selected item, actor or room in the same runtime definitions","Editing approved content changes the preview without touching combat code ; The changed behavior is exercised through the named production boundary, or explicitly classified as a contract/artifact-only task. ; Independent review checks the negative control and current integration applicability.",Preview cannot introduce rules unavailable to the production client,VG-GOV-001 ; VG-TOOLS-002 ; VG-GPU-004,native/tools/content/provide-one-content-preview-utility.py ; native/tests/roadmap/tools-004_contract_test.cpp,native/content ; native/CMakeLists.txt,
VG-TOOLS-005,Generate scoped content-lot packets,TOOLS,Tools engineer,G3,P1,DRAFT,B,Expand one approved asset manifest into bounded task cards,"Each asset has spec, implementation/art, integration and review dependencies ; The changed behavior is exercised through the named production boundary, or explicitly classified as a contract/artifact-only task. ; Independent review checks the negative control and current integration applicability.",Creating child tasks never marks their parent content lot complete,VG-GOV-001 ; VG-GOV-008 ; VG-TOOLS-001,native/tools/content/generate-scoped-content-lot-packets.py ; native/tests/roadmap/tools-005_contract_test.cpp,native/content ; native/CMakeLists.txt,
VG-TOOLS-006,Reload one development content category,TOOLS,Tools engineer,G3,P1,DRAFT,B,Implement safe development-only reload with version boundaries,"Reload updates the selected category or reports a visible validation error ; The changed behavior is exercised through the named production boundary, or explicitly classified as a contract/artifact-only task. ; Independent review checks the negative control and current integration applicability.",Existing sessions never mix two incompatible gameplay definition versions,VG-GOV-001 ; VG-TOOLS-002 ; VG-CORE-004,native/tools/content/reload-one-development-content-category.py ; native/tests/roadmap/tools-006_contract_test.cpp,native/content ; native/CMakeLists.txt,
VG-TOOLS-007,Create a deterministic build sandbox,TOOLS,Tools engineer,G2,P1,DRAFT,B,Load an approved build/seed encounter for comparison without production grants,"Sandbox records build/content/seed and cannot alter real profiles ; The changed behavior is exercised through the named production boundary, or explicitly classified as a contract/artifact-only task. ; Independent review checks the negative control and current integration applicability.",A debug sandbox result is labeled separately from ordinary-play evidence,VG-GOV-001 ; VG-BUILD-001 ; VG-TOOLS-002 ; VG-QA-001,native/tools/content/create-a-deterministic-build-sandbox.py ; native/tests/roadmap/tools-007_contract_test.cpp,native/content ; native/CMakeLists.txt,
VG-TOOLS-008,Cook a package without the source checkout,TOOLS,Tools engineer,G3,P1,DRAFT,B,Validate every runtime dependency from a clean staged directory,"Reference route loads with no absolute developer paths or missing files ; The changed behavior is exercised through the named production boundary, or explicitly classified as a contract/artifact-only task. ; Independent review checks the negative control and current integration applicability.",A file available only beside the repository cannot mask packaging failure,VG-GOV-001 ; VG-TOOLS-002 ; VG-TOOLS-003 ; VG-SHIP-002,native/tools/content/cook-a-package-without-the-source-checkout.py ; native/tests/roadmap/tools-008_contract_test.cpp,native/content ; native/CMakeLists.txt,
VG-QA-001,Standardize evidence manifests,QA,QA / automation engineer,G0,P0,DRAFT,B,"Define build, content, seed, commands, machine and artifact hash records","A test result can be traced to an exact implementation and environment ; The changed behavior is exercised through the named production boundary, or explicitly classified as a contract/artifact-only task. ; Independent review checks the negative control and current integration applicability.",Screenshots without provenance cannot certify a current task,VG-GOV-001,native/tests/journeys/standardize-evidence-manifests.py ; native/tests/roadmap/qa-001_contract_test.cpp,native/tests ; native/tools/ci-native.ps1,
VG-QA-002,Preserve headless presentation contracts,QA,QA / automation engineer,G1,P0,DRAFT,B,Add a fixture mapping one authoritative event to a semantic render/audio intent,"The fixture fails when the intended bridge is removed ; The changed behavior is exercised through the named production boundary, or explicitly classified as a contract/artifact-only task. ; Independent review checks the negative control and current integration applicability.",A mocked event not emitted by the game cannot prove the whole journey,VG-GOV-001 ; VG-CORE-006 ; VG-QA-001,native/tests/journeys/preserve-headless-presentation-contracts.py ; native/tests/roadmap/qa-002_contract_test.cpp,native/tests ; native/tools/ci-native.ps1,
VG-QA-003,Run the real guest expedition,QA,QA / automation engineer,G2,P1,DRAFT,B,"Drive login, move, combat, loot, equip and return over the supported session","Fresh disposable profile completes without direct state mutation ; The changed behavior is exercised through the named production boundary, or explicitly classified as a contract/artifact-only task. ; Independent review checks the negative control and current integration applicability.",Dev grants and preloaded success states invalidate the run,VG-GOV-001 ; VG-CORE-007 ; VG-ITEM-004 ; VG-ITEM-005 ; VG-ACT-005,native/tests/journeys/run-the-real-guest-expedition.py ; native/tests/roadmap/qa-003_contract_test.cpp,native/tests ; native/tools/ci-native.ps1,
VG-QA-004,Specify fresh-player playtest scoring,QA,QA / automation engineer,G1,P0,DRAFT,B,"Create a repeatable protocol for comprehension, danger, reward and agency","Observer records behavior and errors, not only satisfaction comments ; The changed behavior is exercised through the named production boundary, or explicitly classified as a contract/artifact-only task. ; Independent review checks the negative control and current integration applicability.",Developer coaching is logged and cannot be hidden as independent success,VG-GOV-001 ; VG-GOV-003 ; VG-GOV-007,native/tests/journeys/specify-fresh-player-playtest-scoring.py ; native/tests/roadmap/qa-004_contract_test.cpp,native/tests ; native/tools/ci-native.ps1,
VG-QA-005,Inject repeatable network impairment,QA,QA / automation engineer,G2,P1,DRAFT,B,"Add a test proxy or harness for latency, jitter, loss and disconnect","Scenario records exact impairment schedule and failure recovery evidence ; The changed behavior is exercised through the named production boundary, or explicitly classified as a contract/artifact-only task. ; Independent review checks the negative control and current integration applicability.",Network success without the enabled impairment fails the test setup,VG-GOV-001 ; VG-NET-001 ; VG-QA-001,native/tests/journeys/inject-repeatable-network-impairment.py ; native/tests/roadmap/qa-005_contract_test.cpp,native/tests ; native/tools/ci-native.ps1,
VG-QA-006,Accept the persistent quality slice,QA,QA / automation engineer,G3,P1,DRAFT,B,"Combine ordinary-play, restart, fidelity, audio and three-build evidence","All slice dimensions pass independently on the named build and content ; The changed behavior is exercised through the named production boundary, or explicitly classified as a contract/artifact-only task. ; Independent review checks the negative control and current integration applicability.",No averaged score can hide a zero in integrity or readability,VG-GOV-001 ; VG-QA-003 ; VG-SAVE-008 ; VG-HOUSE-008 ; VG-BUILD-008 ; VG-STORY-007 ; VG-ART-008 ; VG-SOUND-007 ; VG-PERF-008 ; VG-SHIP-004,native/tests/journeys/accept-the-persistent-quality-slice.py ; native/tests/roadmap/qa-006_contract_test.cpp,native/tests ; native/tools/ci-native.ps1,TASK-0205 ; TASK-0206 ; TASK-0207 ; TASK-0208
VG-QA-007,Enable sanitizers and boundary tests,QA,QA / automation engineer,G1,P0,DRAFT,B,Add supported sanitizer builds and parser/save regression corpora,"Clean instrumented runs record toolchain and unsupported-platform limitations ; The changed behavior is exercised through the named production boundary, or explicitly classified as a contract/artifact-only task. ; Independent review checks the negative control and current integration applicability.",Release-only test success does not substitute for instrumented checks,VG-GOV-001 ; VG-CORE-002,native/tests/journeys/enable-sanitizers-and-boundary-tests.py ; native/tests/roadmap/qa-007_contract_test.cpp,native/tests ; native/tools/ci-native.ps1,
VG-QA-008,Freeze a release-candidate evidence bundle,QA,QA / automation engineer,G5,P2,DRAFT,B,"Gather signed-off journeys, defects, migrations and package hashes","Every must-pass gate references the exact candidate and blockers are closed ; The changed behavior is exercised through the named production boundary, or explicitly classified as a contract/artifact-only task. ; Independent review checks the negative control and current integration applicability.",Accepted work on an earlier SHA cannot certify a changed candidate,VG-GOV-001 ; VG-QA-006 ; VG-NET-008 ; VG-SEC-008 ; VG-SHIP-006 ; VG-LIVE-008,native/tests/journeys/freeze-a-release-candidate-evidence-bundle.py ; native/tests/roadmap/qa-008_contract_test.cpp,native/tests ; native/tools/ci-native.ps1,
VG-PERF-001,Name reference machines and trace schema,PERF,Performance engineer,G0,P0,DRAFT,B,Record CPU/GPU/OS/display and per-frame trace fields,"Capture includes simulation, rendering, upload, UI and network timing ; The changed behavior is exercised through the named production boundary, or explicitly classified as a contract/artifact-only task. ; Independent review checks the negative control and current integration applicability.",Unnamed hardware cannot establish a portable performance target,VG-GOV-001 ; VG-GOV-003,native/tools/performance/name-reference-machines-and-trace-schema.py ; native/tests/roadmap/perf-001_contract_test.cpp,native/client/main.cpp ; native/src/core.cpp,
VG-PERF-002,Budget per-tick gameplay work,PERF,Performance engineer,G1,P0,DRAFT,B,"Define and instrument actor, projectile, effect and query work limits","Dense fixture reports p50/p95/p99 tick cost and budget breaches ; The changed behavior is exercised through the named production boundary, or explicitly classified as a contract/artifact-only task. ; Independent review checks the negative control and current integration applicability.",An entity-count-only benchmark cannot claim GPU performance,VG-GOV-001 ; VG-CORE-003 ; VG-PERF-001,native/tools/performance/budget-per-tick-gameplay-work.py ; native/tests/roadmap/perf-002_contract_test.cpp,native/client/main.cpp ; native/src/core.cpp,
VG-PERF-003,Batch one expensive draw category,PERF,Performance engineer,G3,P1,DRAFT,B,Optimize one measured sprite/effect category without changing appearance,"Before/after traces show improvement with equivalent visual output ; The changed behavior is exercised through the named production boundary, or explicitly classified as a contract/artifact-only task. ; Independent review checks the negative control and current integration applicability.",An optimization that drops required warnings or actors fails,VG-GOV-001 ; VG-GPU-004 ; VG-PERF-001,native/tools/performance/batch-one-expensive-draw-category.py ; native/tests/roadmap/perf-003_contract_test.cpp,native/client/main.cpp ; native/src/core.cpp,
VG-PERF-004,Bound renderer resource lifetime,PERF,Performance engineer,G2,P1,DRAFT,B,"Track texture/buffer counts across load, unload and recreation","Repeated transitions return to the expected resource envelope ; The changed behavior is exercised through the named production boundary, or explicitly classified as a contract/artifact-only task. ; Independent review checks the negative control and current integration applicability.",Stable FPS does not excuse steadily growing GPU memory,VG-GOV-001 ; VG-GPU-004 ; VG-PERF-001,native/tools/performance/bound-renderer-resource-lifetime.py ; native/tests/roadmap/perf-004_contract_test.cpp,native/client/main.cpp ; native/src/core.cpp,
VG-PERF-005,Bound a loot-heavy label scene,PERF,Performance engineer,G3,P1,DRAFT,B,Limit layout work and prioritize legible actionable labels,"Dense drops remain selectable within the approved UI/frame budget ; The changed behavior is exercised through the named production boundary, or explicitly classified as a contract/artifact-only task. ; Independent review checks the negative control and current integration applicability.",Culling labels must not make an eligible item impossible to pick up,VG-GOV-001 ; VG-ITEM-006 ; VG-UI-003 ; VG-GPU-004,native/tools/performance/bound-a-loot-heavy-label-scene.py ; native/tests/roadmap/perf-005_contract_test.cpp,native/client/main.cpp ; native/src/core.cpp,
VG-PERF-006,Warm assets and shaders predictably,PERF,Performance engineer,G3,P1,DRAFT,B,Remove one measured first-use combat hitch with explicit preparation,"Cold and warm traces show loading policy and remaining hitches ; The changed behavior is exercised through the named production boundary, or explicitly classified as a contract/artifact-only task. ; Independent review checks the negative control and current integration applicability.",Hiding cold traces cannot produce a passing report,VG-GOV-001 ; VG-GPU-003 ; VG-TOOLS-008 ; VG-PERF-001,native/tools/performance/warm-assets-and-shaders-predictably.py ; native/tests/roadmap/perf-006_contract_test.cpp,native/client/main.cpp ; native/src/core.cpp,
VG-PERF-007,Run a long-session memory soak,PERF,Performance engineer,G3,P1,DRAFT,B,"Repeat zone, combat, inventory and reconnect transitions","CPU/GPU/session memory reaches a bounded envelope with diagnostic traces ; The changed behavior is exercised through the named production boundary, or explicitly classified as a contract/artifact-only task. ; Independent review checks the negative control and current integration applicability.",A short scene cannot establish multi-hour stability,VG-GOV-001 ; VG-GPU-008 ; VG-NET-005 ; VG-PERF-004,native/tools/performance/run-a-long-session-memory-soak.py ; native/tests/roadmap/perf-007_contract_test.cpp,native/client/main.cpp ; native/src/core.cpp,
VG-PERF-008,Accept dense-play frame pacing,PERF,Performance engineer,G3,P1,DRAFT,B,Measure the full mixed encounter in the packaged native build,"Meets approved frame/tick/input budgets or records a blocking regression ; The changed behavior is exercised through the named production boundary, or explicitly classified as a contract/artifact-only task. ; Independent review checks the negative control and current integration applicability.",Headless logs and average FPS alone cannot certify the gate,VG-GOV-001 ; VG-PERF-002 ; VG-PERF-003 ; VG-PERF-005 ; VG-PERF-006 ; VG-PERF-007 ; VG-MOVE-008,native/tools/performance/accept-dense-play-frame-pacing.py ; native/tests/roadmap/perf-008_contract_test.cpp,native/client/main.cpp ; native/src/core.cpp,TASK-0152 ; TASK-0207
VG-SHIP-001,Choose user-writable data paths,SHIP,Build / release engineer,G1,P0,DRAFT,B,"Resolve saves, config, logs and captures by platform policy","Application starts from a read-only install location with isolated test profiles ; The changed behavior is exercised through the named production boundary, or explicitly classified as a contract/artifact-only task. ; Independent review checks the negative control and current integration applicability.",Real owner profiles are never the default test destination,VG-GOV-001 ; VG-GOV-007,native/tools/package/choose-user-writable-data-paths.py ; native/tests/roadmap/ship-001_contract_test.cpp,native/CMakeLists.txt ; native/tools/ci-native.ps1 ; .github/workflows/native.yml,
VG-SHIP-002,Create a standalone development package,SHIP,Build / release engineer,G1,P0,DRAFT,B,"Stage executables, assets, notices and a launch entry point","Clean machine launches without source checkout or build tools ; The changed behavior is exercised through the named production boundary, or explicitly classified as a contract/artifact-only task. ; Independent review checks the negative control and current integration applicability.",Missing runtime dependencies cannot be fetched invisibly at launch,VG-GOV-001 ; VG-GOV-004 ; VG-TOOLS-002,native/tools/package/create-a-standalone-development-package.py ; native/tests/roadmap/ship-002_contract_test.cpp,native/CMakeLists.txt ; native/tools/ci-native.ps1 ; .github/workflows/native.yml,TASK-0092 ; TASK-0160
VG-SHIP-003,Package the macOS presentation client,SHIP,Build / release engineer,G2,P1,DRAFT,B,Build and stage the actual graphical client with approved dependencies,"Clean macOS launch shows the reference scene and accepts input ; The changed behavior is exercised through the named production boundary, or explicitly classified as a contract/artifact-only task. ; Independent review checks the negative control and current integration applicability.",Console compilation does not count as macOS game support,VG-GOV-001 ; VG-GPU-004 ; VG-SHIP-002 ; VG-GOV-005,native/tools/package/package-the-macos-presentation-client.py ; native/tests/roadmap/ship-003_contract_test.cpp,native/CMakeLists.txt ; native/tools/ci-native.ps1 ; .github/workflows/native.yml,
VG-SHIP-004,Run a clean-install native journey,SHIP,Build / release engineer,G3,P1,DRAFT,B,Execute the expedition from staged Windows and macOS packages,"Both packages use correct assets/data paths and finish the ordinary loop ; The changed behavior is exercised through the named production boundary, or explicitly classified as a contract/artifact-only task. ; Independent review checks the negative control and current integration applicability.",Developer environment variables cannot hide missing package configuration,VG-GOV-001 ; VG-SHIP-003 ; VG-TOOLS-008 ; VG-QA-003,native/tools/package/run-a-clean-install-native-journey.py ; native/tests/roadmap/ship-004_contract_test.cpp,native/CMakeLists.txt ; native/tools/ci-native.ps1 ; .github/workflows/native.yml,
VG-SHIP-005,Collect bounded crash diagnostics,SHIP,Build / release engineer,G3,P1,DRAFT,B,Capture symbols/version and opted-in diagnostics without sensitive profile data,"A controlled crash produces a useful, scrubbed report ; The changed behavior is exercised through the named production boundary, or explicitly classified as a contract/artifact-only task. ; Independent review checks the negative control and current integration applicability.","Secrets, chat or full saves are not uploaded by default",VG-GOV-001 ; VG-SHIP-001 ; VG-QA-001,native/tools/package/collect-bounded-crash-diagnostics.py ; native/tests/roadmap/ship-005_contract_test.cpp,native/CMakeLists.txt ; native/tools/ci-native.ps1 ; .github/workflows/native.yml,
VG-SHIP-006,Test update and rollback policy,SHIP,Build / release engineer,G4,P2,DRAFT,B,Upgrade a disposable profile and validate supported rollback constraints,"Compatible update preserves state; incompatible rollback fails visibly ; The changed behavior is exercised through the named production boundary, or explicitly classified as a contract/artifact-only task. ; Independent review checks the negative control and current integration applicability.",Old binaries cannot silently overwrite a newer save schema,VG-GOV-001 ; VG-SAVE-007 ; VG-SHIP-004,native/tools/package/test-update-and-rollback-policy.py ; native/tests/roadmap/ship-006_contract_test.cpp,native/CMakeLists.txt ; native/tools/ci-native.ps1 ; .github/workflows/native.yml,
VG-SHIP-007,Prepare signing and distribution checks,SHIP,Build / release engineer,G5,P2,DRAFT,B,Document and test approved signing/notarization/release steps in a safe channel,"Credentials stay outside repo and staged artifacts have verified provenance ; The changed behavior is exercised through the named production boundary, or explicitly classified as a contract/artifact-only task. ; Independent review checks the negative control and current integration applicability.",A local unsigned build is not labeled a public release,VG-GOV-001 ; VG-SHIP-006 ; VG-SEC-007 ; VG-GOV-007,native/tools/package/prepare-signing-and-distribution-checks.py ; native/tests/roadmap/ship-007_contract_test.cpp,native/CMakeLists.txt ; native/tools/ci-native.ps1 ; .github/workflows/native.yml,
VG-SHIP-008,Publish the supported-device matrix,SHIP,Build / release engineer,G5,P2,DRAFT,B,"Record tested OS, GPU, input and accessibility configurations","Release notes distinguish tested, unsupported and unverified combinations ; The changed behavior is exercised through the named production boundary, or explicitly classified as a contract/artifact-only task. ; Independent review checks the negative control and current integration applicability.",One high-end machine cannot certify the entire support range,VG-GOV-001 ; VG-SHIP-004 ; VG-UI-008 ; VG-PERF-008,native/tools/package/publish-the-supported-device-matrix.py ; native/tests/roadmap/ship-008_contract_test.cpp,native/CMakeLists.txt ; native/tools/ci-native.ps1 ; .github/workflows/native.yml,
VG-LIVE-001,Separate offline and online progression,LIVE,Online/economy engineer / producer,G4,P2,DRAFT,C,Define import/export and trust policy between local and authenticated profiles,"Offline progression cannot enter the public economy without an explicit rule ; The changed behavior is exercised through the named production boundary, or explicitly classified as a contract/artifact-only task. ; Independent review checks the negative control and current integration applicability.",Local save editing is not confused with secured online authority,VG-GOV-001 ; VG-GOV-007 ; VG-SEC-006,native/services/online/separate-offline-and-online-progression.hpp ; native/tests/roadmap/live-001_contract_test.cpp,native/networking ; native/persistence ; orchestration authority,
VG-LIVE-002,Specify bounded asynchronous trade,LIVE,Online/economy engineer / producer,G4,P2,DRAFT,C,"Define one listing lifecycle, escrow policy and cancellation semantics","Ownership, currency, expiration and failure outcomes are fully enumerated ; The changed behavior is exercised through the named production boundary, or explicitly classified as a contract/artifact-only task. ; Independent review checks the negative control and current integration applicability.",Trading scope cannot precede durable ownership and authentication,VG-GOV-001 ; VG-LIVE-001 ; VG-SAVE-004 ; VG-END-007,native/services/online/specify-bounded-asynchronous-trade.hpp ; native/tests/roadmap/live-002_contract_test.cpp,native/networking ; native/persistence ; orchestration authority,
VG-LIVE-003,Implement listing escrow transaction,LIVE,Online/economy engineer / producer,G4,P2,DRAFT,C,Move one eligible item into escrow under an authenticated account,"Retry and cancellation conserve ownership with one active listing ; The changed behavior is exercised through the named production boundary, or explicitly classified as a contract/artifact-only task. ; Independent review checks the negative control and current integration applicability.",The same item cannot be equipped and sold simultaneously,VG-GOV-001 ; VG-LIVE-002 ; VG-ITEM-004,native/services/online/implement-listing-escrow-transaction.hpp ; native/tests/roadmap/live-003_contract_test.cpp,native/networking ; native/persistence ; orchestration authority,
